Title,Authors,Year of Publication,DOI,Source
Co-Simulating Physical Processes and Network Data for High-Fidelity Cyber-Security Experiments,"Murillo, Taormina",2021,https://doi.org/10.1145/3442144.3442147,https://dl.acm.org/
Internet of Things for Human and Industry Application: ALIOT Project and R&D Issues.,"Illiashenko, Kharchenko",2021,https://doi.org/10.1145/3437120.3437338,https://dl.acm.org/
Challenges for Predictive Quality in Multi-stage Manufacturing: Insights from Literature Review,"Cassoli, Metternich",2023,https://doi.org/10.1145/3617573.3618030,https://dl.acm.org/
A Data-Centric Approach to Generate Invariants for a Smart Grid Using Machine Learning,"Hudani, Haseeb",2022,https://doi.org/10.1145/3510547.3517927,https://dl.acm.org/
IoT System Trustworthiness Assurance,"Beuran, Ooi",2022,https://doi.org/10.1145/3488932.3527287,https://dl.acm.org/
CPSS '22: 8th ACM Cyber-Physical System Security Workshop,"Cardenas, Mashima",2022,https://doi.org/10.1145/3488932.3517202,https://dl.acm.org/
A Systematic Review of Data Quality in CPS and IoT for Industry 4.0,"Goknil, Nguyen, Sen",2023,https://doi.org/10.1145/3593043,https://dl.acm.org/
The internet of things in undergraduate computer and information science education: exploring curricula and pedagogy,"Burd, Barker",2018,https://doi.org/10.1145/3293881.3295784,https://dl.acm.org/
Model-based Trustworthiness Evaluation of Autonomous Cyber-Physical Production Systems: A Systematic Mapping Study,"Zahid, Bucaioni",2024,https://doi.org/10.1145/3640314,https://dl.acm.org/
Ontology driven AI and Access Control Systems for Smart Fisheries,Chukkapalli,2021,https://doi.org/10.1145/3445969.3450429,https://dl.acm.org/
Study Cybersecurity of Cyber Physical System in the Virtual Environment: A Survey and New Direction,"Shi, Krishnan, Wen",2022,https://doi.org/10.1145/3511616.3513098,https://dl.acm.org/
The DYNABIC approach to resilience of critical infrastructures,"Rios, Iturbe",2023,https://doi.org/10.1145/3600160.3605055,https://dl.acm.org/
A Flexible Security Analytics Service for the Industrial IoT,"Empl, Pernul",2021,https://doi.org/10.1145/3445969.3450427,https://dl.acm.org/
CODES/ISSS '23 Companion: Proceedings of the 2023 International Conference on Hardware/Software Codesign and System Synthesis,Hu,2024,,https://dl.acm.org/
Unsupervised Dynamic Sensor Selection for IoT-Based Predictive Maintenance of a Fleet of Public Transport Buses,"Killeen, Kiringa, Yeap",2022,https://doi.org/10.1145/3530991,https://dl.acm.org/
A Testing Based Approach for Security Analysis of Smart Semiconductor Systems,"Dodge, Pedrielli, Jevtić",2024,,https://dl.acm.org/
A review of computing offloading and caching in edge computing based on reinforcement learning,"Guo, Wang",2023,https://doi.org/10.1145/3603781.3603839,https://dl.acm.org/
Building Students' Digital Footprints with Blockchain in PBL Activities,"Borovskaya, Veselov",2023,https://doi.org/10.1145/3625078.3625087,https://dl.acm.org/
Dataflow-based Control Process Identification for ICS Dataset Development,"Choi, Shin",2022,https://doi.org/10.1145/3546096.3546113,https://dl.acm.org/
Combined Safety and Cybersecurity Testing Methodology for Autonomous Driving Algorithms,"Malayjerdi, Roberts",2022,https://doi.org/10.1145/3568160.3570235,https://dl.acm.org/
Evaluating Cascading Impact of Attacks on Resilience of Industrial Control Systems: A Design-Centric Modeling Approach,"Hau, Castellanos",2020,https://doi.org/10.1145/3384941.3409587,https://dl.acm.org/
"A Comprehensive Survey on Interoperability for IIoT: Taxonomy, Standards, and Future Directions","Hazra, Adhikari",2021,https://doi.org/10.1145/3485130,https://dl.acm.org/
AIAS: AI-ASsisted cybersecurity platform to defend against adversarial AI attacks,"Petihakis, Farao",2024,https://doi.org/10.1145/3664476.3669920,https://dl.acm.org/
Industry Focused in Data Collection: How Industry 4.0 is Handled by Big Data,"Oliveira, Afonso",2019,https://doi.org/10.1145/3352411.3352414,https://dl.acm.org/
"Trend Analysis in the Development of Factories of the Future, Taking into Account Digital Transformation of Active Systems","Vlasov, Kurnosenko",2022,https://doi.org/10.1145/3487757.3490881,https://dl.acm.org/
Building a hardware-in-the-loop (HiL) digital energy station infrastructure for cyber operation resiliency testing,Jørgensen,2022,https://doi.org/10.1145/3524489.3527299,https://dl.acm.org/
NEWSROOM: Towards Automating Cyber Situational Awareness Processes and Tools for Cyber Defence,"Wurzenberger, Krenn",2024,https://doi.org/10.1145/3664476.3670914,https://dl.acm.org/
Attacking Power Grid Substations: An Experiment Demonstrating How to Attack the SCADA Protocol IEC 60870-5-104,"Erdődi, Kaliyar",2022,https://doi.org/10.1145/3538969.3544475,https://dl.acm.org/
Intelligent Wearable Systems: Opportunities and Challenges in Health and Sports,"Yang, Amin, Shihada",2024,https://doi.org/10.1145/3648469,https://dl.acm.org/
"Service Computing for Industry 4.0: State of the Art, Challenges, and Research Opportunities","Siqueira, Davis",2021,https://doi.org/10.1145/3478680,https://dl.acm.org/
Machine Learning in Metaverse Security: Current Solutions and Future Challenges,"Otoum, Gottimukkala",2024,https://doi.org/10.1145/3654663,https://dl.acm.org/
Will the metaverse be out of control? Addressing the ethical and governance implications of a developing virtual society,Effing,2024,https://doi.org/10.1145/3674148,https://dl.acm.org/
Stealthy Rootkit Attacks on Cyber-Physical Microgrids: Poster,"Rath, Zografopoulos",2021,https://doi.org/10.1145/3447555.3466576,https://dl.acm.org/
Supporting vPLC Networking over TSN with Kubernetes in Industry 4.0,"Rosa, Garbugli",2023,https://doi.org/10.1145/3609389.3610566,https://dl.acm.org/
PRAETORIAN: A Framework for the Protection of Critical Infrastructures from advanced Combined Cyber and Physical Threats,Papadopoulos,2023,https://doi.org/10.1145/3600160.3605030,https://dl.acm.org/
Simulation in Digital Enterprises,Kuehn,2019,https://doi.org/10.1145/3307363.3307370,https://dl.acm.org/
EnCyCriS/SVM '24: Proceedings of the 2024 ACM/IEEE 4th International Workshop on Engineering and Cybersecurity of Critical Systems (EnCyCriS) and 2024 IEEE/ACM Second International Workshop on Software Vulnerability,No authors,2024,,https://dl.acm.org/
Simulating Energy and Security Interactions in Semiconductor Manufacturing: Insights from the Intel Minifab Model,"Weaver, Shusko",2023,,https://dl.acm.org/
Smart Services Implementation in Smart Cities: A Comprehensive Review of State-of-the-art Technologies,Arin,2023,https://doi.org/10.1145/3603955.3603971,https://dl.acm.org/
SIUSAI '24: Proceedings of the 2024 3rd International Symposium on Intelligent Unmanned Systems and Artificial Intelligence,No authors,2024,,https://dl.acm.org/
PETRA '24: Proceedings of the 17th International Conference on PErvasive Technologies Related to Assistive Environments,No authors,2024,,https://dl.acm.org/
(Do not) trust in ecosystems,"Cioroaica, Kuhn",2019,https://doi.org/10.1109/ICSE-NIER.2019.00011,https://dl.acm.org/
EnCyCriS '22: Proceedings of the 3rd International Workshop on Engineering and Cybersecurity of Critical Systems,No authors,2022,,https://dl.acm.org/
"The PRECINCT Ecosystem Platform for Critical Infrastructure Protection: Architecture, Deployment and Transferability",Kountche,2024,https://doi.org/10.1145/3664476.3670437,https://dl.acm.org/
"Empowering People in Human-Robot Collaboration: Why, How, When, and for Whom","Johansen, Senaratne",2024,https://doi.org/10.1145/3638380.3638442,https://dl.acm.org/
TAS '23: Proceedings of the First International Symposium on Trustworthy Autonomous Systems,No authors,2023,,https://dl.acm.org/
A Survey on Collaborative Learning for Intelligent Autonomous Systems,Anjos,2023,https://doi.org/10.1145/3625544,https://dl.acm.org/
Trustworthy Swarms,"Wilson, Chance",2023,https://doi.org/10.1145/3597512.3599705,https://dl.acm.org/
Empowering People in Human-Robot Collaboration: Bringing Together and Synthesising Perspectives,"Johansen, Senaratne",2023,https://doi.org/10.1145/3572921.3572955,https://dl.acm.org/
HRI '24: Companion of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,"Grollman, Broadbent",2024,,https://dl.acm.org/
Special Session: Digital Technologies for Sustainability: Research Challenges and Opportunities,"Pop, Graulund",2024,https://doi.org/10.1145/3607888.3608960,https://dl.acm.org/
NEMO: Building the Next Generation Meta Operating System,Chochliouros,2023,https://doi.org/10.1145/3624486.3624504,https://dl.acm.org/
Patterns for the Industrial Internet / Industrie 4.0,Bienhaus,2017,https://doi.org/10.1145/3147704.3147723,https://dl.acm.org/
"Security Threats, Countermeasures, and Challenges of Digital Supply Chains","Hammi, Zeadally",2023,https://doi.org/10.1145/3588999,https://dl.acm.org/
HRI '24: Proceedings of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,"Grollman, Broadbent",2024,,https://dl.acm.org/
SEAMS '24: Proceedings of the 19th International Symposium on Software Engineering for Adaptive and Self-Managing Systems,"Baresi, Ma, Pasquale",2024,,https://dl.acm.org/
AMULET: a Mutation Language Enabling Automatic Enrichment of SysML Models,"Sultan, Frénot",2023,https://doi.org/10.1145/3624583,https://dl.acm.org/
IIoT-NETs '23: Proceedings of the 1st Workshop on Enhanced Network Techniques and Technologies for the Industrial IoT to Cloud Continuum,No authors,2023,,https://dl.acm.org/
Distributed Approaches to Supply Chain Simulation: A Review,"Mustafee, Katsaliaki",2021,https://doi.org/10.1145/3466170,https://dl.acm.org/
Cyber Efficiency and Cyber Resilience,"Linkov, Ligo",2023,https://doi.org/10.1145/3549073,https://dl.acm.org/
CPSS '23: Proceedings of the 9th ACM Cyber-Physical System Security Workshop,"Roman, Ahmed",2023,,https://dl.acm.org/
"A Systematic Literature Review of Blockchain Technology: Applications Fields, Platforms, and Consensus Protocols","Estrada, Naranjo",2024,https://doi.org/10.1145/3638584.3638632,https://dl.acm.org/
SenSys '22: Proceedings of the 20th ACM Conference on Embedded Networked Sensor Systems,"Gummeson, Lee",2023,,https://dl.acm.org/
ISEC '24: Proceedings of the 17th Innovations in Software Engineering Conference,"Chakrabarti, Rastogi",2024,,https://dl.acm.org/
Detecting a Complex Attack Scenario in an Airport: The PRAETORIAN Framework,"Schauer, Hadjina",2023,https://doi.org/10.1145/3600160.3605095,https://dl.acm.org/
ICAAI '23: Proceedings of the 2023 7th International Conference on Advances in Artificial Intelligence,No authors,2024,,https://dl.acm.org/
icWCSN '23: Proceedings of the 2023 10th International Conference on Wireless Communication and Sensor Networks,No authors,2023,,https://dl.acm.org/
WSC '23: Proceedings of the Winter Simulation Conference,No authors,2024,,https://dl.acm.org/
Improving Visual Search Tasks by Bending the Virtual City Twins: A Preliminary Study in Virtual Reality,"Zhang, Xi, Adcock",2022,https://doi.org/10.1145/3520495.3520528,https://dl.acm.org/
"ARES '24: Proceedings of the 19th International Conference on Availability, Reliability and Security",No authors,2024,,https://dl.acm.org/
Web3D '23: Proceedings of the 28th International ACM Conference on 3D Web Technology,"Moreno, Jaspe-Villanueva",2023,,https://dl.acm.org/
"ARIC 2021 Workshop Report: The 4th ACM SIGSPATIAL International Workshop on Advances in Resilient and Intelligent Cities: Virtual, Online, USA - November 2, 2021","Kar, Mohebbi",2022,https://doi.org/10.1145/3578484.3578489,https://dl.acm.org/
LANC '24: Proceedings of the 2024 Latin America Networking Conference,"Cancela, Cerqueira",2024,,https://dl.acm.org/
Open challenges for Machine Learning based Early Decision-Making research,"Bondu, Achenchabe",2022,https://doi.org/10.1145/3575637.3575643,https://dl.acm.org/
BSCI '23: Proceedings of the 5th ACM International Symposium on Blockchain and Secure Critical Infrastructure,"Gai, Choo",2023,,https://dl.acm.org/
Towards systematic honeytoken fingerprinting,"Srinivasa, Pedersen",2021,https://doi.org/10.1145/3433174.3433599,https://dl.acm.org/
"ARES '23: Proceedings of the 18th International Conference on Availability, Reliability and Security",No authors,2023,,https://dl.acm.org/
Artificial Intelligence for Web 3.0: A Comprehensive Survey,"Shen, Tan",2024,https://doi.org/10.1145/3657284,https://dl.acm.org/
IC3-2023: Proceedings of the 2023 Fifteenth International Conference on Contemporary Computing,No authors,2023,,https://dl.acm.org/
AIMSCM '23: Proceedings of the 2023 International Conference on AI and Metaverse in Supply Chain Management,No authors,2024,,https://dl.acm.org/
Towards Re-Architecting Today's Internet for Survivability: NSF Workshop Report,"Bustamante, Doyle",2024,https://doi.org/10.1145/3687234.3687238,https://dl.acm.org/
ICCTA '24: Proceedings of the 2024 10th International Conference on Computer Technology Applications,No authors,2024,,https://dl.acm.org/
DAIS Project - Distributed Artificial Intelligence Systems: Objectives and Challenges,"Balador, Sinaei",2023,https://doi.org/10.1145/3591335.3591348,https://dl.acm.org/
VaMoS '24: Proceedings of the 18th International Working Conference on Variability Modelling of Software-Intensive Systems,"Kehrer, Huchard",2024,,https://dl.acm.org/
"BuildSys '23: Proceedings of the 10th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation",No authors,2023,,https://dl.acm.org/
Addressing Data Challenges to Drive the Transformation of Smart Cities,"Gilman, Bugiotti",2024,https://doi.org/10.1145/3663482,https://dl.acm.org/
"ARES '22: Proceedings of the 17th International Conference on Availability, Reliability and Security",No authors,2022,,https://dl.acm.org/
STAFFER: Skill Training Alliance for the Future European Rail System✱,"Mouelhi, Consilvio",2023,https://doi.org/10.1145/3578837.3578886,https://dl.acm.org/
GNNet '23: Proceedings of the 2nd on Graph Neural Networking Workshop 2023,"Barlet-Ros, Casas, Scarselli",2023,,https://dl.acm.org/
ICIT '22: Proceedings of the 2022 10th International Conference on Information Technology: IoT and Smart City,No authors,2023,,https://dl.acm.org/
ICDSP '23: Proceedings of the 2023 7th International Conference on Digital Signal Processing,No authors,2023,,https://dl.acm.org/
SIGSIM-PADS '24: Proceedings of the 38th ACM SIGSIM Conference on Principles of Advanced Discrete Simulation,"Loper, Pellegrini",2024,,https://dl.acm.org/
"BDCAT '23: Proceedings of the IEEE/ACM 10th International Conference on Big Data Computing, Applications and Technologies","Rana, Villari",2024,,https://dl.acm.org/
"AISNS '23: Proceedings of the 2023 International Conference on Artificial Intelligence, Systems and Network Security",No authors,2024,,https://dl.acm.org/
ISEC '23: Proceedings of the 16th Innovations in Software Engineering Conference,"Agarwal, Roychoudhury",2023,,https://dl.acm.org/
ICFNDS '22: Proceedings of the 6th International Conference on Future Networks & Distributed Systems,No authors,2023,,https://dl.acm.org/
Digital platforms for industrial clusters and enterprises: essence and structure,"Babkin, Tashenova",2021,https://doi.org/10.1145/3444465.3444486,https://dl.acm.org/
SEC '23: Proceedings of the Eighth ACM/IEEE Symposium on Edge Computing,"Sha, Banerjee, Chen",2024,,https://dl.acm.org/
No Pie in the (Digital) Sky: Co-Imagining the Food Metaverse,"Covaci, Alhasan",2023,https://doi.org/10.1145/3544548.3581305,https://dl.acm.org/
GoodIT '24: Proceedings of the 2024 International Conference on Information Technology for Social Good,No authors,2024,,https://dl.acm.org/
Conference Reports,Dennis,2024,https://doi.org/10.1145/3655032.3655034,https://dl.acm.org/
Survey of automation practices in model-driven development and operations,"Ponsard, Ramon",2022,https://doi.org/10.1145/3528228.3528405,https://dl.acm.org/
Tutorial on means of hybrid simulation,"Eldabi, Tako",2020,,https://dl.acm.org/
Is Smart City model promising for sustainable post-war recovery of Ukraine?,Radchenko,2024,https://doi.org/10.1145/3670243.3672438,https://dl.acm.org/
FRAME '24: Proceedings of the 4th Workshop on Flexible Resource and Application Management on the Edge,"Coppola, Kavalionak",2024,,https://dl.acm.org/
HOTMOBILE '24: Proceedings of the 25th International Workshop on Mobile Computing Systems and Applications,"Davies, Xu",2024,,https://dl.acm.org/
ARCH: Automatic Roaming-contract Handler for Seamless 6G System to Provide Trusted and Highly Available Network Access,"Tēnn, Ho",2023,https://doi.org/10.1145/3570361.3615728,https://dl.acm.org/
ICSE-Companion '24: Proceedings of the 2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings,"Paiva, Abreu",2024,,https://dl.acm.org/
CSCS '22: Proceedings of the 6th ACM Computer Science in Cars Symposium,"Brücher, Krauß",2022,,https://dl.acm.org/
Building a Resilient and Sustainable Grid: A Study of Challenges and Opportunities in AI for Smart Virtual Power Plants,"Islam, Vu",2024,https://doi.org/10.1145/3603287.3651202,https://dl.acm.org/
PETRA '23: Proceedings of the 16th International Conference on PErvasive Technologies Related to Assistive Environments,No authors,2023,,https://dl.acm.org/
dg.o '23: Proceedings of the 24th Annual International Conference on Digital Government Research,"Cid, Sabatini",2023,,https://dl.acm.org/
A data processing pipeline for cyber-physical risk assessments of municipal supply chains,Weaver,2022,,https://dl.acm.org/
Expressive and Systematic Risk Assessments with Instance-Centric Threat Models,"Verreydt, Landuyt",2023,https://doi.org/10.1145/3555776.3577668,https://dl.acm.org/
"Ten regulatory principles to scaffold the design, manufacture, and use of trustworthy autonomous systems, illustrated in a maritime context","Horne, Law-Walsh",2023,https://doi.org/10.1145/3597512.3599701,https://dl.acm.org/
"ISMSI '23: Proceedings of the 2023 7th International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence",No authors,2023,,https://dl.acm.org/
Distributed Ledger Technologies for Car Industry 4.0,Zivic,2020,https://doi.org/10.1145/3418994.3418998,https://dl.acm.org/
Answers Begin to Surface to Deep Earth Puzzles,Edwards,2024,https://doi.org/10.1145/3640478,https://dl.acm.org/
Variability of safety risks in production environments,"Dhungana, Haselböck",2022,https://doi.org/10.1145/3546932.3547074,https://dl.acm.org/
"ASENS '24: Proceedings of the International Conference on Algorithms, Software Engineering, and Network Security",No authors,2024,,https://dl.acm.org/
"Conceptual Modeling: Topics, Themes, and Technology Trends","Storey, Lukyanenko",2023,https://doi.org/10.1145/3589338,https://dl.acm.org/
"Piloting Smart City Solutions in Very Small, Small and Medium-sized Municipalities. The Estonian case study.","Sarv, Soe",2022,https://doi.org/10.1145/3560107.3560179,https://dl.acm.org/
"ESAAM '23: Proceedings of the 3rd Eclipse Security, AI, Architecture and Modelling Conference on Cloud to Edge Continuum",No authors,2023,,https://dl.acm.org/
Accelerating Digital Transformation of the Russian Industry and Trade,Komissarova,2021,https://doi.org/10.1145/3446434.3446472,https://dl.acm.org/
SESoS '24: Proceedings of the 12th ACM/IEEE International Workshop on Software Engineering for Systems-of-Systems and Software Ecosystems,"Santos, Antonino",2024,,https://dl.acm.org/
Deep Clustering Algorithm for Load Profile Business Intelligence Dashboard for Consumer and Utility Management,Veloso,2024,https://doi.org/10.1145/3658321.3658368,https://dl.acm.org/
"ICBAR '23: Proceedings of the 2023 3rd International Conference on Big Data, Artificial Intelligence and Risk Management",No authors,2024,,https://dl.acm.org/
PCI '22: Proceedings of the 26th Pan-Hellenic Conference on Informatics,"Karanikolas, Troussas",2023,,https://dl.acm.org/
How Metaverse is Affecting Smart Cities Economy,"Chatzopoulou, Tsoutsa",2024,https://doi.org/10.1145/3635059.3635099,https://dl.acm.org/
SPBPU IDE '21: Proceedings of the 3rd International Scientific Conference on Innovations in Digital Economy,No authors,2022,,https://dl.acm.org/
"CNCIT '24: Proceedings of the 2024 3rd International Conference on Networks, Communications and Information Technology",No authors,2024,,https://dl.acm.org/
Formal Methods in Industry,"Beek, Chapman",2024,https://doi.org/10.1145/3689374,https://dl.acm.org/
AIBDF '23: Proceedings of the 2023 3rd Guangdong-Hong Kong-Macao Greater Bay Area Artificial Intelligence and Big Data Forum,No authors,2024,,https://dl.acm.org/
CEEeGov '23: Proceedings of the Central and Eastern European eDem and eGov Days 2023,No authors,2023,,https://dl.acm.org/
Transforming a large medical organization towards speed and flow,Jachmann,2019,https://doi.org/10.1109/SEH.2019.00010,https://dl.acm.org/
IMMS '23: Proceedings of the 2023 6th International Conference on Information Management and Management Science,No authors,2023,,https://dl.acm.org/
EDCS '24: Proceedings of the 2024 Guangdong-Hong Kong-Macao Greater Bay Area International Conference on Education Digitalization and Computer Science,No authors,2024,,https://dl.acm.org/
Generative AI for Self-Adaptive Systems: State of the Art and Research Roadmap,"Li, Zhang, Li",2024,https://doi.org/10.1145/3686803,https://dl.acm.org/
APIT '23: Proceedings of the 2023 5th Asia Pacific Information Technology Conference,No authors,2023,,https://dl.acm.org/
Research on the innovative integration application of metaverse and education,"Weng, Wei, Li",2023,https://doi.org/10.1145/3599640.3599660,https://dl.acm.org/
RACS '23: Proceedings of the 2023 International Conference on Research in Adaptive and Convergent Systems,No authors,2023,,https://dl.acm.org/
"BuildSys '22: Proceedings of the 9th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation",Ortiz,2022,,https://dl.acm.org/
AVI '24: Proceedings of the 2024 International Conference on Advanced Visual Interfaces,"Conati, Torre, Volpe",2024,,https://dl.acm.org/
EuroSec '24: Proceedings of the 17th European Workshop on Systems Security,No authors,2024,,https://dl.acm.org/
CSSE '22: Proceedings of the 5th International Conference on Computer Science and Software Engineering,No authors,2022,,https://dl.acm.org/
ACM SIGCOMM Posters and Demos '24: Proceedings of the ACM SIGCOMM 2024 Conference: Posters and Demos,"Seneviratne, Veitch",2024,,https://dl.acm.org/
An algorithmic method for business process reengineering and service automation in the public sector,"Charalabidis, Lachana",2023,https://doi.org/10.1145/3614321.3614336,https://dl.acm.org/
CNML '23: Proceedings of the 2023 International Conference on Communication Network and Machine Learning,No authors,2024,,https://dl.acm.org/
ARTMAN '23: First Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,"Blanc, Takahashi",2023,https://doi.org/10.1145/3576915.3624027,https://dl.acm.org/
"CNSCT '24: Proceedings of the 2024 3rd International Conference on Cryptography, Network Security and Communication Technology",No authors,2024,,https://dl.acm.org/
Hybrid conceptual modeling for simulation: an ontology approach during covid-19,"Saleh, Bell, Sulaiman",2022,,https://dl.acm.org/
SIGSIM-PADS '23: Proceedings of the 2023 ACM SIGSIM Conference on Principles of Advanced Discrete Simulation,"Loper, Jin",2023,,https://dl.acm.org/
CSAI '23: Proceedings of the 2023 7th International Conference on Computer Science and Artificial Intelligence,No authors,2024,,https://dl.acm.org/
A Comprehensive Evaluation of Standard Data Warehousing and Data Mining Techniques in the Field of Business,Samonte,2024,https://doi.org/10.1145/3664968.3664997,https://dl.acm.org/
Dependability in edge computing,Bagchi,2019,https://doi.org/10.1145/3362068,https://dl.acm.org/
ACMSE '24: Proceedings of the 2024 ACM Southeast Conference,"Lo, Gamess",2024,,https://dl.acm.org/
ICCDA '23: Proceedings of the 2023 7th International Conference on Computing and Data Analysis,No authors,2023,,https://dl.acm.org/
Trust Issues: Discrepancies in Trustworthy AI Keywords Use in Policy and Research,"Toney, Curlee",2024,https://doi.org/10.1145/3630106.3659035,https://dl.acm.org/
BDEIM '23: Proceedings of the 2023 4th International Conference on Big Data Economy and Information Management,No authors,2024,,https://dl.acm.org/
ICICM '22: Proceedings of the 12th International Conference on Information Communication and Management,No authors,2022,,https://dl.acm.org/
Increasing efficiency of management responses in industrial enterprises with implementation of digital monitoring systems,"Nekrasova, Alekseeva",2022,https://doi.org/10.1145/3527049.3527120,https://dl.acm.org/
ICEMC '22: Proceedings of the 2022 International Conference on E-business and Mobile Commerce,No authors,2022,,https://dl.acm.org/
ICIMMI '22: Proceedings of the 4th International Conference on Information Management & Machine Intelligence,No authors,2023,,https://dl.acm.org/
Digitalization tools in ensuring the efficiency of the enterprise activity,Lazarevna,2020,https://doi.org/10.1145/3388984.3390641,https://dl.acm.org/
A Framework for User-Centric Visualisation of Blockchain Transactions in Critical Infrastructure,"Jeyakumar, Ko",2023,https://doi.org/10.1145/3594556.3594624,https://dl.acm.org/
"ICEEG '24: Proceedings of the 2024 8th International Conference on E-Commerce, E-Business, and E-Government",No authors,2024,,https://dl.acm.org/
PCI '23: Proceedings of the 27th Pan-Hellenic Conference on Progress in Computing and Informatics,Karanikolas,2024,,https://dl.acm.org/
ICIMMI '23: Proceedings of the 5th International Conference on Information Management & Machine Intelligence,"Goyal, Kumar",2024,,https://dl.acm.org/
ICSE '23: Proceedings of the 45th International Conference on Software Engineering: Companion Proceedings,Grundy,2023,,https://dl.acm.org/
GoodIT '23: Proceedings of the 2023 ACM Conference on Information Technology for Social Good,No authors,2023,,https://dl.acm.org/
IDEAS '23: Proceedings of the 27th International Database Engineered Applications Symposium,"Chbeir, Ivanovic",2023,,https://dl.acm.org/
FAIML '23: Proceedings of the 2023 International Conference on Frontiers of Artificial Intelligence and Machine Learning,No authors,2024,,https://dl.acm.org/
"PCCNT '23: Proceedings of the 2023 International Conference on Power, Communication, Computing and Networking Technologies",No authors,2024,,https://dl.acm.org/
DEBS '24: Proceedings of the 18th ACM International Conference on Distributed and Event-based Systems,No authors,2024,,https://dl.acm.org/
ICRSA '22: Proceedings of the 2022 5th International Conference on Robot Systems and Applications,No authors,2022,,https://dl.acm.org/
DEAI '24: Proceedings of the 2024 Guangdong-Hong Kong-Macao Greater Bay Area International Conference on Digital Economy and Artificial Intelligence,No authors,2024,,https://dl.acm.org/
IMX '24: Proceedings of the 2024 ACM International Conference on Interactive Media Experiences,"Rostami, McMillan",2024,,https://dl.acm.org/
PEAI '24: Proceedings of the 2024 International Conference on Power Electronics and Artificial Intelligence,No authors,2024,,https://dl.acm.org/
ICEGOV '23: Proceedings of the 16th International Conference on Theory and Practice of Electronic Governance,"Getschko, Lindgren",2023,,https://dl.acm.org/
FSE 2024: Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,d'Amorim,2024,,https://dl.acm.org/
ICCAI '24: Proceedings of the 2024 10th International Conference on Computing and Artificial Intelligence,No authors,2024,,https://dl.acm.org/
SAC '23: Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing,"Hong, Lanperne",2023,,https://dl.acm.org/
UbiComp/ISWC '22 Adjunct: Adjunct Proceedings of the 2022 ACM International Joint Conference on Pervasive and Ubiquitous Computing and the 2022 ACM International Symposium on Wearable Computers,No authors,2023,,https://dl.acm.org/
MuC '23: Proceedings of Mensch und Computer 2023,"Stolze, Loch",2023,,https://dl.acm.org/
"MobiHoc '23: Proceedings of the Twenty-fourth International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing","Wu, Subramaniam, Ji",2023,,https://dl.acm.org/
MUM '23: Proceedings of the 22nd International Conference on Mobile and Ubiquitous Multimedia,"Michahelles, Knierim",2023,,https://dl.acm.org/
UbiComp/ISWC '23 Adjunct: Adjunct Proceedings of the 2023 ACM International Joint Conference on Pervasive and Ubiquitous Computing & the 2023 ACM International Symposium on Wearable Computing,"Tentori, Weibel",2023,,https://dl.acm.org/
Digital Space Economic Transformation Design: An Innovation Ecosystem Approach,Suksa-Ngiam,2023,https://doi.org/10.1145/3628454.3630589,https://dl.acm.org/
The long road ahead to transition to post-quantum cryptography,LaMacchia,2021,https://doi.org/10.1145/3498706,https://dl.acm.org/
CIBDA '24: Proceedings of the 5th International Conference on Computer Information and Big Data Applications,No authors,2024,,https://dl.acm.org/
Academic Mindtrek '22: Proceedings of the 25th International Academic Mindtrek Conference,No authors,2022,,https://dl.acm.org/
MSIE '23: Proceedings of the 2023 5th International Conference on Management Science and Industrial Engineering,No authors,2023,,https://dl.acm.org/
ICFET '23: Proceedings of the 2023 9th International Conference on Frontiers of Educational Technologies,No authors,2023,,https://dl.acm.org/
EITCE '22: Proceedings of the 2022 6th International Conference on Electronic Information Technology and Computer Engineering,No authors,2023,,https://dl.acm.org/
ICCMT '24: Proceedings of the 2024 International Conference on Computer and Multimedia Technology,No authors,2024,,https://dl.acm.org/
APNet '22: Proceedings of the 6th Asia-Pacific Workshop on Networking,No authors,2023,,https://dl.acm.org/
UCC '23: Proceedings of the IEEE/ACM 16th International Conference on Utility and Cloud Computing,"Rana, Villari, Fu",2024,,https://dl.acm.org/
ICETC '22: Proceedings of the 14th International Conference on Education Technology and Computers,No authors,2023,,https://dl.acm.org/
GNNet '22: Proceedings of the 1st International Workshop on Graph Neural Networking,"Barlet-Ros, Casas",2022,,https://dl.acm.org/
AICCC '23: Proceedings of the 2023 6th Artificial Intelligence and Cloud Computing Conference,No authors,2024,,https://dl.acm.org/
ICMLC '23: Proceedings of the 2023 15th International Conference on Machine Learning and Computing,No authors,2023,,https://dl.acm.org/
Do You Need a Distributed Ledger Technology Interoperability Solution?,"Belchior, Riley",2023,https://doi.org/10.1145/3564532,https://dl.acm.org/
